node_loc,technology,year_vtg,value,unit
R12_EEU,coal_ppl_u_cfbio,2050,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2050,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2050,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2050,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2050,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2050,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2050,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2050,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2050,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2050,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2050,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2050,4.5,USD/kW
R12_AFR,coal_adv_cfbio,2055,4.5,USD/kW
R12_LAM,coal_adv_cfbio,2055,4.5,USD/kW
R12_MEA,coal_adv_cfbio,2055,4.5,USD/kW
R12_NAM,coal_adv_cfbio,2055,4.5,USD/kW
R12_PAO,coal_adv_cfbio,2055,4.5,USD/kW
R12_PAS,coal_adv_cfbio,2055,4.5,USD/kW
R12_WEU,coal_adv_cfbio,2055,4.5,USD/kW
R12_RCPA,coal_adv_cfbio,2055,4.5,USD/kW
R12_EEU,coal_adv_cfbio,2055,4.5,USD/kW
R12_FSU,coal_adv_cfbio,2055,4.5,USD/kW
R12_AFR,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_LAM,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_MEA,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_NAM,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_PAO,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_PAS,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_WEU,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_RCPA,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_EEU,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2055,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2055,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2055,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2055,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2055,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2055,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2055,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2055,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2055,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2055,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2055,4.5,USD/kW
R12_AFR,coal_adv_cfbio,2060,4.5,USD/kW
R12_LAM,coal_adv_cfbio,2060,4.5,USD/kW
R12_MEA,coal_adv_cfbio,2060,4.5,USD/kW
R12_NAM,coal_adv_cfbio,2060,4.5,USD/kW
R12_PAO,coal_adv_cfbio,2060,4.5,USD/kW
R12_PAS,coal_adv_cfbio,2060,4.5,USD/kW
R12_WEU,coal_adv_cfbio,2060,4.5,USD/kW
R12_RCPA,coal_adv_cfbio,2060,4.5,USD/kW
R12_EEU,coal_adv_cfbio,2060,4.5,USD/kW
R12_FSU,coal_adv_cfbio,2060,4.5,USD/kW
R12_AFR,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_LAM,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_MEA,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_NAM,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_PAO,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_PAS,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_WEU,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_RCPA,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_EEU,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2060,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2060,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2060,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2060,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2060,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2060,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2060,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2060,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2060,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2060,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2060,4.5,USD/kW
R12_AFR,coal_adv_cfbio,2070,4.5,USD/kW
R12_LAM,coal_adv_cfbio,2070,4.5,USD/kW
R12_MEA,coal_adv_cfbio,2070,4.5,USD/kW
R12_NAM,coal_adv_cfbio,2070,4.5,USD/kW
R12_PAO,coal_adv_cfbio,2070,4.5,USD/kW
R12_PAS,coal_adv_cfbio,2070,4.5,USD/kW
R12_WEU,coal_adv_cfbio,2070,4.5,USD/kW
R12_RCPA,coal_adv_cfbio,2070,4.5,USD/kW
R12_EEU,coal_adv_cfbio,2070,4.5,USD/kW
R12_FSU,coal_adv_cfbio,2070,4.5,USD/kW
R12_AFR,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_LAM,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_MEA,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_NAM,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_PAO,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_PAS,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_WEU,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_RCPA,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_EEU,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2070,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2070,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2070,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2070,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2070,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2070,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2070,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2070,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2070,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2070,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2070,4.5,USD/kW
R12_AFR,coal_adv_cfbio,2080,4.5,USD/kW
R12_LAM,coal_adv_cfbio,2080,4.5,USD/kW
R12_MEA,coal_adv_cfbio,2080,4.5,USD/kW
R12_NAM,coal_adv_cfbio,2080,4.5,USD/kW
R12_PAO,coal_adv_cfbio,2080,4.5,USD/kW
R12_PAS,coal_adv_cfbio,2080,4.5,USD/kW
R12_WEU,coal_adv_cfbio,2080,4.5,USD/kW
R12_RCPA,coal_adv_cfbio,2080,4.5,USD/kW
R12_EEU,coal_adv_cfbio,2080,4.5,USD/kW
R12_FSU,coal_adv_cfbio,2080,4.5,USD/kW
R12_AFR,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_LAM,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_MEA,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_NAM,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_PAO,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_PAS,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_WEU,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_RCPA,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_EEU,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2080,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2080,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2080,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2080,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2080,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2080,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2080,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2080,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2080,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2080,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2080,4.5,USD/kW
R12_AFR,coal_adv_cfbio,2090,4.5,USD/kW
R12_LAM,coal_adv_cfbio,2090,4.5,USD/kW
R12_MEA,coal_adv_cfbio,2090,4.5,USD/kW
R12_NAM,coal_adv_cfbio,2090,4.5,USD/kW
R12_PAO,coal_adv_cfbio,2090,4.5,USD/kW
R12_PAS,coal_adv_cfbio,2090,4.5,USD/kW
R12_WEU,coal_adv_cfbio,2090,4.5,USD/kW
R12_RCPA,coal_adv_cfbio,2090,4.5,USD/kW
R12_EEU,coal_adv_cfbio,2090,4.5,USD/kW
R12_FSU,coal_adv_cfbio,2090,4.5,USD/kW
R12_AFR,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_LAM,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_MEA,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_NAM,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_PAO,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_PAS,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_WEU,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_RCPA,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_EEU,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2090,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2090,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2090,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2090,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2090,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2090,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2090,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2090,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2090,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2090,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2090,4.5,USD/kW
R12_AFR,coal_adv_cfbio,2100,4.5,USD/kW
R12_LAM,coal_adv_cfbio,2100,4.5,USD/kW
R12_MEA,coal_adv_cfbio,2100,4.5,USD/kW
R12_NAM,coal_adv_cfbio,2100,4.5,USD/kW
R12_PAO,coal_adv_cfbio,2100,4.5,USD/kW
R12_PAS,coal_adv_cfbio,2100,4.5,USD/kW
R12_WEU,coal_adv_cfbio,2100,4.5,USD/kW
R12_RCPA,coal_adv_cfbio,2100,4.5,USD/kW
R12_EEU,coal_adv_cfbio,2100,4.5,USD/kW
R12_FSU,coal_adv_cfbio,2100,4.5,USD/kW
R12_AFR,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_LAM,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_MEA,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_NAM,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_PAO,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_PAS,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_WEU,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_RCPA,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_EEU,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2100,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2100,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2100,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2100,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2100,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2100,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2100,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2100,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2100,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2100,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2100,4.5,USD/kW
R12_AFR,coal_adv_cfbio,2110,4.5,USD/kW
R12_LAM,coal_adv_cfbio,2110,4.5,USD/kW
R12_MEA,coal_adv_cfbio,2110,4.5,USD/kW
R12_NAM,coal_adv_cfbio,2110,4.5,USD/kW
R12_PAO,coal_adv_cfbio,2110,4.5,USD/kW
R12_PAS,coal_adv_cfbio,2110,4.5,USD/kW
R12_WEU,coal_adv_cfbio,2110,4.5,USD/kW
R12_RCPA,coal_adv_cfbio,2110,4.5,USD/kW
R12_EEU,coal_adv_cfbio,2110,4.5,USD/kW
R12_FSU,coal_adv_cfbio,2110,4.5,USD/kW
R12_AFR,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_LAM,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_MEA,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_NAM,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_PAO,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_PAS,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_WEU,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_RCPA,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_EEU,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_FSU,coal_ppl_u_cfbio,2110,4.5,USD/kW
R12_AFR,coal_ppl_cfbio,2110,4.5,USD/kW
R12_LAM,coal_ppl_cfbio,2110,4.5,USD/kW
R12_MEA,coal_ppl_cfbio,2110,4.5,USD/kW
R12_NAM,coal_ppl_cfbio,2110,4.5,USD/kW
R12_PAO,coal_ppl_cfbio,2110,4.5,USD/kW
R12_PAS,coal_ppl_cfbio,2110,4.5,USD/kW
R12_WEU,coal_ppl_cfbio,2110,4.5,USD/kW
R12_RCPA,coal_ppl_cfbio,2110,4.5,USD/kW
R12_EEU,coal_ppl_cfbio,2110,4.5,USD/kW
R12_FSU,coal_ppl_cfbio,2110,4.5,USD/kW
R12_SAS,coal_adv_cfbio,2020,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2020,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2020,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2020,1.9,USD/kW
R12_SAS,coal_ppl_cfbio,2020,1.9,USD/kW
R12_CHN,coal_ppl_cfbio,2020,1.9,USD/kW
R12_SAS,coal_adv_cfbio,2025,1.9,USD/kW
R12_CHN,coal_adv_cfbio,2025,1.9,USD/kW
R12_SAS,coal_ppl_u_cfbio,2025,1.9,USD/kW
R12_CHN,coal_ppl_u_cfbio,2025,1.9,USD/kW
